run,p_max,IP,theta_npp,theta_r,sed_sink,resp_docl,resp_poc,settling_rate,sediment_rate,light_poc
20,2.518163650127084,2.507809512966965e-05,1.1381897878695444,1.1212731483620213,-0.3199131517393227,0.0010495300925757068,0.20745333443028918,0.34206692647244274,0.5225251982268775,0.9679048007491156
21,0.5649181201191367,3.831426699996379e-05,1.174093772780099,1.0991822157513134,-0.2019120608073512,0.009940548556919688,0.18801305301512644,0.3765317093142263,0.16753022785032695,0.46762492155061053
22,4.698879590127631,1.2253157980793025e-05,1.0854020369421675,1.1149280147105358,-0.07090223779986715,0.006735015068230776,0.39608537157610907,0.8225060361853823,0.3077171138916437,0.6707629965587127
23,3.533112126144612,1.0616212020174707e-05,1.0735215784488255,1.1602557017283195,-0.1499213229600792,0.002671219733865797,0.47747762847194036,0.8665482631967971,0.9868542371111944,0.787867407793376
24,2.343364080487677,1.885153946290719e-05,1.1761584181945186,1.3560105281469648,-0.36795690433879036,0.0026906308856272042,0.37751727812342756,0.8047301446653965,0.5080007693582371,0.874491331873597
25,0.6257101905264744,2.133605183506278e-05,1.1903565696155787,1.1976099805368021,-0.02268573981878097,0.0023662820565186074,0.3025254191493869,0.9162741675722784,0.8803597732832164,0.5608563138352636
26,3.8834096093905184,3.427375054528492e-05,1.067752052388915,1.4647650815710864,-0.47490171223726046,0.0030108190363682175,0.23499041504162466,0.24848371717984694,0.7729283941500628,0.2694520217893834
27,0.9836219022771111,2.855357620823918e-05,1.1624682397183421,1.3165128948049976,-0.05114703988687197,0.005185038820710278,0.34652543443611245,0.9661539822058625,0.5318226328643575,0.7795881336078205
28,0.916612755271488,4.2735294157782886e-05,1.1338116635599773,1.4034804330708859,-0.4516433929054383,0.006991368619547827,0.44876982429527984,0.256868521344636,0.9720268411941098,0.25187093407068134
29,3.309054740846052,4.23013506314008e-05,1.1248791759036405,1.1368417974169884,-0.19248524276968848,0.0016761163668192677,0.17427871631789912,0.5475095046439331,0.824707841704329,0.9263420858748443
30,4.883502230647738,3.507229700722183e-05,1.0987623521321528,1.0941701673459552,-0.6133781921178276,0.003969438604010644,0.31963170078022796,0.1213955243693778,0.8833848714381094,0.6432015101794348
31,2.855687877468635,1.1028652746506537e-05,1.1793722986813657,1.0785045127098916,-0.30340525710366745,0.003252324449104592,0.41065011839756754,0.8807095774021956,0.32292680074989843,0.2005909449086686
32,1.6856100512981942,5.927626593742944e-05,1.130964533938749,1.4233351963301495,-0.22254254335107165,0.00503177762490982,0.40114902835726435,0.6210467360030568,0.33651597601309885,0.5969228355975142
33,4.7472940449912135,3.2101399064615246e-05,1.1242535503092894,1.278058010109646,-0.511786138034389,0.0013235088804103303,0.24543142800970807,0.13186544965005104,0.24382400996249032,0.41642568648708106
34,0.8497604525369661,5.776342011015685e-05,1.164345270342981,1.3931524906921435,-0.6511089038398558,0.006905909449390505,0.17518828867902203,0.8107199594344053,0.7693679146248404,0.4742243346798655
35,3.5478305804306953,3.216432735541772e-05,1.0575040292625373,1.4821048510950325,-0.022818344942958646,0.005063217321805183,0.3902965810405012,0.4113291274975237,0.17025425135601452,0.4620759608992091
36,3.5186801116645565,1.7649558232697853e-05,1.0958992705276926,1.0655518393366294,-0.559253023012702,0.00785794187181518,0.44778088188085374,0.6394303157267471,0.596806592948944,0.38742315732049043
37,1.8891629729992676,5.777467113706695e-05,1.1941681198909238,1.3360100579570446,-0.36577411149878336,0.001432017312463898,0.4826698653392913,0.7512632984357884,0.4962209129948445,0.34767192790436807
38,0.9301411917025273,5.8513106421893386e-05,1.1340292529855,1.140795501226734,-0.08739876498621657,0.008311862946001728,0.23948682138122313,0.45516396751751365,0.2647009502639256,0.9564676510542047
39,2.9739919133579478,4.726714574120948e-05,1.1339237472325112,1.3975908124468908,-0.29977672277697975,0.005328282054355412,0.28131705658228473,0.8101958476361276,0.19744017049850277,0.7346169286518618
40,0.7945943017384844,4.920424991474665e-05,1.1897427994675809,1.0934768249262103,-0.09088935546457566,0.008728991256361954,0.3270990062006546,0.777145987090605,0.8108737216378445,0.7903774447411267
41,4.041620933890151,1.1530855290381988e-05,1.0590950794237024,1.2412860946990345,-0.15592278884894273,0.005081767766539041,0.350407093995745,0.9745250748548788,0.6537940729131502,0.6976615501911112
42,0.8217254748663166,3.8013274735841536e-05,1.1926251457050434,1.1049334044450039,-0.4963302554807183,0.0010751801578854127,0.42656259609412117,0.4293605068077294,0.3179082916106142,0.3175747369387453
43,4.92648108244394,5.848367910521825e-05,1.0747747236683054,1.139895389259956,-0.6736369433905012,0.005127927369467545,0.2017343282521042,0.612842674196966,0.6037735011038444,0.5353093521788082
44,4.753698397590808,2.999820106513141e-05,1.0541273914903573,1.254000623844835,-0.009567906133407633,0.002349575164636213,0.39509664917431736,0.6810889290982047,0.31768908494445247,0.7607436929080502
45,0.9803025305734179,5.0668899554423175e-05,1.0880602999088917,1.4346022184877638,-0.15113740976593015,0.005075831711653919,0.3794269303413857,0.7525372199128492,0.3568371906545479,0.2610000224449432
46,1.099297035495491,3.8614278866450026e-05,1.0511895195603054,1.3813340439964286,-0.16966697328278424,0.0074374765866283546,0.41570024350543966,0.42910632389779524,0.9332709883844852,0.8772816061474173
47,0.713010114698371,1.8038270032266152e-05,1.1605310221029819,1.4193914145669957,-0.6905016922755197,0.002275555635102528,0.1679954409582317,0.7491895974527257,0.42891339237776516,0.6752915127802188
48,3.4540993993063465,2.2150840942565667e-05,1.127752289821228,1.0626737503126495,-0.5773511608414404,0.005142600452372272,0.07429830955118155,0.29366435091121196,0.3534559433866463,0.7075839504622443
49,4.384473238999874,5.0411354606435784e-05,1.10426483173731,1.4221013880774043,-0.08883113985271684,0.005238333435169809,0.15473623159582905,0.2714987826910872,0.21191129299470485,0.7071360728810419
50,3.510386056314259,5.5955619958796406e-05,1.1042658908881637,1.3270905450614472,-0.23078309572982325,0.00942591696296018,0.17987656571078797,0.6033802653008499,0.3899446526086564,0.9548051956410057
51,2.8764848411460533,2.1033495520629513e-05,1.1587624586750156,1.100946688495175,-0.24953412470133857,0.001278299875104124,0.3470054524844074,0.7875123579761388,0.4307690397891104,0.7980426641164557
52,1.1024701707403395,1.3546514480371495e-05,1.0506104946172494,1.161652044350933,-0.04820806377012121,0.00904046546701483,0.1711089792983653,0.5944692710675096,0.3266526061330092,0.7867672355427302
53,0.7652540371710765,3.522341153783903e-05,1.0767884549526425,1.4241745415625706,-0.1094669439078213,0.004404236167165837,0.17691974653521286,0.62887205638551,0.3440759896214435,0.8285622479539296
54,2.390643842321524,2.7154148112204384e-05,1.1587141534089147,1.3009892819757995,-0.2915733238470726,0.006784112693882109,0.10297921291877171,0.6697201582433804,0.848583862813945,0.8922413316754831
55,2.6139407178396286,1.515081709142215e-05,1.1708854547522043,1.3183414484140568,-0.629513652749547,0.009522266163998205,0.4353363656284471,0.8156246399298288,0.877098634605654,0.5966103680996853
56,2.9703542067738384,3.962746923145209e-05,1.113247849615444,1.1335991704548751,-0.2846511968520682,0.008980183045418817,0.2786089537081599,0.1856344340617634,0.7515080259454805,0.5198014940240784
57,3.3556819506204736,5.687297888305226e-05,1.0439619997432643,1.0978652749586304,-0.25725316099766055,0.007994348443239676,0.32405719469707134,0.45036856311480966,0.998796413480573,0.5680407070580699
58,4.1202224066928395,1.7445624424031222e-05,1.1845730597128603,1.25357009369023,-0.5660646555545622,0.004676746555544862,0.31211269919155304,0.135549025141202,0.43631263602886206,0.8184036223665618
59,4.206949394135197,2.251760146771735e-05,1.0723113653114846,1.4817348568705702,-0.6185034932781698,0.009501716930173383,0.4494594135289502,0.4629228722719483,0.7641400926501853,0.2685681445533818
60,1.7846804975885542,4.267784574521452e-05,1.1299591266119275,1.3029824234173772,-0.415363236672755,0.009131772419199179,0.1523219208720104,0.3647595490806832,0.11493439470281155,0.5048689215842279
61,2.6018751726705798,1.4337470042183946e-05,1.0514698600688266,1.306116789792465,-0.0060729720683069255,0.003765071826276963,0.32453736612031353,0.7894845472641944,0.43114131871330674,0.6818300435856632
62,3.651481090181439,2.7020194257019394e-05,1.197084344051949,1.3070851117724647,-0.5531957313444424,0.0034501959355336203,0.28278308319821593,0.5010491258741561,0.7903209954260616,0.31024926508896566
63,4.111796353823891,5.064145489343979e-05,1.105878781972741,1.1398001682304586,-0.6763687859352652,0.005341224967244096,0.17247112256941122,0.760481346406985,0.5961810474164642,0.849632196235891
64,2.6351711199268015,5.0206088114197545e-05,1.1213883304588421,1.4010704262558655,-0.6555180282433107,0.009948188006212152,0.3221152526801957,0.3064227912075701,0.18893439118544264,0.7787858802410557
65,2.628365091518874,3.37404394991567e-05,1.1500754272353981,1.309086953687429,-0.6391369037085016,0.007383778342203993,0.3188977519771606,0.2702320544306269,0.2502127960104687,0.5968260999237698
66,0.8462927431573647,1.5510750396776654e-05,1.1933483907280702,1.3258550719118078,-0.03380433160737406,0.001284338769745658,0.27821737666416463,0.9592978862234142,0.14702714686660892,0.2023117883982294
67,4.5966724005892345,2.0281199591208213e-05,1.189599369285694,1.49567832871319,-0.24927033267167825,0.001567828605979693,0.20733143404566962,0.7291301801819393,0.3105228863820879,0.8002743943064683
68,4.379642042653428,1.6761582422457353e-05,1.0497688825705886,1.2266322472428237,-0.686068850253583,0.002069082997093074,0.4636406548143481,0.8351449921929782,0.45680552242271444,0.48607452723402916
69,1.1681649938543752,1.626753537688309e-05,1.0994787982908059,1.1384382447544825,-0.5032801349785685,0.001165685633617469,0.3724275807231604,0.9963160797976836,0.2496398810538468,0.6895317513419444
70,4.868575735652274,2.8891632367755e-05,1.105500912395409,1.0791749524193943,-0.12018612839968268,0.0031812562149557385,0.3501301357150633,0.9044367600763332,0.8888176842164083,0.6004567141572943
71,3.6699705708180677,4.4415782563638546e-05,1.135016498288505,1.3046822754770742,-0.14093427043416773,0.005983886024245572,0.4256390848144042,0.9579895470196566,0.7677543420705002,0.9688832703688341
72,1.6297416035876306,3.931821202497151e-05,1.1122180177142162,1.3450397228427986,-0.4987443280020859,0.009598642066343675,0.10118201751095315,0.584465636455373,0.2972604358668188,0.9201975071776527
73,4.797726667405662,4.5872415171130646e-05,1.1313612460799718,1.2780943707519334,-0.6397982615201272,0.007437065204574643,0.33003804191731806,0.9009065334295201,0.6645906590125803,0.5124795469353202
74,4.698509008938434,4.50411052794124e-05,1.1713121978677172,1.0774869601582595,-0.22039661704408248,0.003646812243298742,0.12157625800585942,0.2628947674700838,0.972923217163321,0.8164729940669588
75,4.228067850791991,1.6501282634121382e-05,1.072388549767127,1.4695372127564252,-0.5757726519413325,0.008629278409269563,0.15884107527357233,0.6862169079236131,0.1341549480843211,0.42582938376229235
76,2.1569065718303353,3.7065013874900684e-05,1.1336899668802745,1.1572537522181336,-0.390876246510458,0.001449604888144673,0.2709897799011627,0.46117726233342515,0.9853197310104554,0.9879562597312772
77,3.0360438808881165,3.784360562860087e-05,1.106011637402091,1.449252792801774,-0.026732605643755014,0.005540349433453947,0.19912796662865684,0.29765615778128507,0.44146851334945203,0.8449935899575853
78,3.7961195630749,4.6453485002922776e-05,1.123069355044733,1.2671670294616202,-0.49881995413043784,0.0031113035484062897,0.48420746928844305,0.9514786414749828,0.8101944370639012,0.7398184215373826
79,2.9129222962515926,1.7386143022062586e-05,1.075927576611296,1.048554988999642,-0.03696651311658894,0.0029670866800960904,0.11621271482750481,0.3866227565585425,0.33521660079711,0.2241336173724874
80,2.896821865786351,5.81844469108113e-05,1.1332613506394924,1.3954108183474605,-0.4252473420572153,0.005916325929417844,0.4455825756381164,0.3258744529917915,0.9031421009549382,0.7714478080559346
81,0.9984359277975223,3.571187800695575e-05,1.179390991472002,1.3657025685125959,-0.21865144004829534,0.0030822684421639495,0.2665750650603374,0.10602561045482829,0.13768435415745645,0.30256239636118504
82,2.3991350746652254,2.6549153130903837e-05,1.0992823872687159,1.3608415720266993,-0.6723437321819727,0.004499552725225344,0.3974955492080862,0.28451992855609853,0.47749669474365153,0.7520115052665548
83,0.8229214568434241,4.559444528517134e-05,1.0594655391358834,1.4574633756508169,-0.07927712782769103,0.004149431447764471,0.17187399329733283,0.5693851749446203,0.7182798117622291,0.6764510178562138
84,1.6523883892705533,1.6379984301020177e-05,1.0593215137929408,1.2253256435276354,-0.6204469100583541,0.007185396766226974,0.19055280963971183,0.10967194201782336,0.5442318012081353,0.4294777325765404
85,2.8830154188894532,3.1074813399860116e-05,1.0526888445137852,1.435866475271653,-0.6420858435036898,0.004412943792495048,0.12155044196237341,0.8762683643842298,0.621913826412044,0.21119934209071634
86,1.758377298103958,3.594375335411445e-05,1.138799872392747,1.1552607841829337,-0.6877088297572098,0.0026410954487009215,0.20593886239407638,0.8786594676130921,0.8896773071841032,0.5713137254017904
87,3.307029355488911,2.685274210127251e-05,1.163923458485756,1.4941668982236227,-0.2767457649723871,0.008029899632842046,0.22252162303687245,0.2442443791145347,0.8938635188722123,0.9836026933831907
88,0.9705013404181083,1.5655484559110818e-05,1.1203925872964904,1.1475689617725948,-0.6433779536083719,0.0066207919159118975,0.4208557145897319,0.1276680456183845,0.90176595010964,0.2925631888927902
89,3.817458382654518,1.7302571332603553e-05,1.1401782872463262,1.3228955065540449,-0.6546822107940449,0.008098013343254547,0.16895859889555065,0.7310031028847328,0.6732064582179792,0.502203993773374
90,4.460136927761582,2.9159604486688735e-05,1.0515973820744378,1.1366147400048212,-0.28047585860403446,0.003295751232983031,0.08137413041632693,0.8822555390864758,0.7981151799069425,0.6383032637291285
91,1.878364897580855,3.238386601956799e-05,1.109709572157845,1.2439704576921848,-0.5537520917778611,0.0016203669587537997,0.05504356928881855,0.11439777041667405,0.33492041962311947,0.867470338123802
92,3.576628596365764,4.857313139253188e-05,1.1494524507380117,1.1022076231353561,-0.539632530452885,0.006021257944365668,0.3267390736875092,0.8083237759818442,0.7344011461334302,0.3613245919290307
93,2.5699592096359334,3.601373123985062e-05,1.109282395982214,1.2621715345257574,-0.05002552970913088,0.004161282316108536,0.16907763973841072,0.13124508752283154,0.7270770609980872,0.7837975458282203
94,4.569515801895369,4.8275961634339325e-05,1.0653484365402945,1.1780959922055083,-0.3316499901096921,0.004006645863156021,0.15718021945263594,0.33253573980906503,0.12872968380476937,0.9500700406235378
95,2.8491403266059883,3.7118887745825926e-05,1.0407204919187334,1.461055817708668,-0.25855277121486225,0.007948825839354422,0.32514516947661254,0.9378732181445273,0.1324931161678567,0.9020915978812059
96,2.4054396109466936,2.5846829624828474e-05,1.0930456719049513,1.4869381490591043,-0.4356628012940879,0.008643604313197242,0.44634794974017944,0.5217227914336531,0.6282620284325462,0.5826954556764827
97,3.4993832362411434,4.60175930025971e-05,1.0515560774893147,1.3037981278395583,-0.4351480529073392,0.005547149788763317,0.3704216910784483,0.7391276731628641,0.46486848999915176,0.5495967596441549
98,0.5989112980278507,1.3328104447788395e-05,1.0812152582528978,1.4939121787914462,0.0019073694944964359,0.009408837007265889,0.09883015738830533,0.9139973510995496,0.9340753738885008,0.24111977801569076
99,4.848091082347306,5.116161178573452e-05,1.1618394542252184,1.4217716710946047,-0.2796706694364858,0.00923653305952471,0.493193249311871,0.6554366324804305,0.7401059879669443,0.9222270821643261
100,4.855285760393139,4.91579290842826e-05,1.195133387964261,1.2589676253695739,-0.18324655967662917,0.002502061089020185,0.06544494175189583,0.7670865459193689,0.31938247900862354,0.8044883818149753
